id,quarter,course_id,title,description,subject_area,units,general_ed,prerequisites,unlocks
4484,20241,FR        6,INTERMEDIATE FRENCH,"Continuation of French 5. Students complete their grammar review. Continued emphasis on speaking and writing through an examination of contemporary Fr ench culture, with exposure to some of the important trends in French intel lectual history, notably Existentialism. Four days a week; in French.",FR,5,"[""B"", ""H""]",[],[]
4485,20241,FR       11A,FR FOR GRAD STUDNTS,"A service course for graduate students from other   departments who need to satisfy language requirements.   Divided into two levels: 11A (elementary) for those who   have no, or hardly any knowledge of French; 11B   (intermediate) open to students who have an appropriate   level of knowledge of the language and to continuing   students from 11A. Class meets twice weekly. Focus is on   grammatical preparation and translation skills, not   spoken fluency.",FR,4,[],[],[]
4486,20241,FR       50BX,TALES OF LOVE,"A comparative and interdisciplinary approach to the   literatures and philo sophies of love, desire, and sexuality   in the western world in the 17th a nd 18th centuries. In   English.",FR,4,"[""EUR"", ""EUR"", ""E"", ""E"", ""E1""]",[],[]
4487,20241,FR       50CX,TALES OF LOVE,"A comparative and interdisciplinary approach to the   literatures and philo sophies of love, desire, and sexuality   in the western world in the 19th a nd 20th centuries. In   English.",FR,4,"[""EUR"", ""EUR"", ""E"", ""E"", ""E1"", ""WRT"", ""WRT""]",[],[]
4488,20241,FR       99,INDEPENDENT STUDY,"Individual research project, supervised by a faculty member.",FR,,[],[],[]
4489,20241,FR      100,ADV COMPOSITION,"Transitional course between lower-division language and upper-division literature/advanced culture courses. Students develop their writing and speaking skills through the study of contemporary French and Francophone literature, art and film. Includes a review of grammar. Prerequisite to all   other upper-division courses taught in French.",FR,4,[],[],[]
4490,20241,FR      101C,FOUNDTNS FR CULTURE,"An introductory, interdisciplinary approach to the literary and cultural hi story of France and the Francophone world from the nineteenth to the twenty -first century. Readings of poetry, drama, and fiction. Focus on advanced d iscussion and writing in French.",FR,4,"[""G"", ""G""]",[],[]
4491,20241,FR      104E,BUSINESS FRENCH 1,"Study of specific vocabulary, formulae, and writing   strategies useful for individual career objectives in the business world. Students will acquire a foundation in contemporary business and professional French, developed th rough the analysis and application of business concepts and the composition of analytic essays and business documents.",FR,4,[],[],[]
4492,20241,FR      149C,READING PARIS,"This course explores the literary and artistic representations   of Paris and its Haussmannization. In works by Balzac,   Baudelaire, Zola, Manet and the Impressionists, we explore the   painting of modern life, Paris as revolution, and the rise of   consumer culture.",FR,4,"[""E"", ""E"", ""G"", ""WRT"", ""WRT"", ""G""]",[],[]
4493,20241,FR      149E,BELGIAN LIT & ART,"A study of selected texts of nineteenth- and twentieth-century   Belgian literature in relation to the visual arts of the   period. Works by Maeterlinck, Verhaeren, Ghelderode. Lectures   and readings in French.",FR,4,"[""G"", ""G"", ""WRT"", ""WRT""]",[],[]
4494,20241,FR      154J,MEDICINE AND COMEDY,"Medical comedy? Surgical theater? From ancient Greece through the twenty-fi rst century, doctors, patients, and diseases have been staged for comic and cathartic effect at the same time that they transmit serious medical knowl edge: all with a big laugh. In English.",FR,4,"[""G"", ""G""]",[],[]
4495,20241,FR      195H,HONORS  INDEPT STDS,Individual investigations in literary or linguistics fields in   fulfillmen t of Senior Honors Thesis for French Major.,FR,4,[],[],[]
4496,20241,FR      199,INDEPENDENT STUDIES,Individual investigations in literary or linguistics fields.,FR,,[],[],[]
4497,20241,FR      199RA,INDEPENDEN RESEARCH,"Independent research, under the supervision of a consenting faculty member.",FR,,[],[],[]
4498,20241,GEOG      3,OCEAN/ATMOSPHERE,Introduction to the oceans and atmosphere and their role in the Earth's cli mate   and its weather patterns. Focus on the flows of solar energy through the ocean   and atmosphere systems. Human impacts of the Earth's climate a re also   introduced.,GEOG,4,"[""C""]",[],[]
4499,20241,GEOG      5,PEOPLE/PLACE/ENVIRO,"Survey of spatial differentiation and organization of human activity and interaction with the Earth's biophysical systems. Sample topics include human   spatial decision-making behavior, migration, population growth, economic   development, industrial location, urbanization, and human impacts on the   natural environment.",GEOG,4,"[""D"", ""D""]",[],[]
4500,20241,GEOG      8,GLOBAL WARMING,"Overview of global warming and climate change processes. Description of com plex relationships between scientific, technological, economic, social, pol itical, and historical facets of global warming and climate change.   Intro duction to the concept and practice of climate modeling.",GEOG,4,"[""C"", ""QNT"", ""WRT"", ""WRT""]",[],[]
4501,20241,GEOG     20,GEOG OF SURFING,"Social and physical science concepts manifested in the sport of surfing. Topics   include wave generation and forecasting, economics of the surf industry, spatial   search, strategic behavior under crowding, territorialism, and the   generation/diffusion of regional surf cultures.",GEOG,4,"[""D"", ""D""]",[],[]
4502,20241,GEOG    109,ECON GEOG,"Introduction to the study of spatial economic theories with applications at the   urban, regional, and global scales.  Topics include settlement system dynamics   and regional development, land economics and land use policies, and regional   inequality and poverty.",GEOG,4,[],[],[]
4503,20241,GEOG    110,INTRO METEOROLOGY,"An introduction to the dynamics of the earth's atmosphere. Topics include: energy exchange mechanisms, energy balance, condensation and precipitatio n   processes, the dynamics of pressure and wind systems, and the distribut ions of   weather disturbances.",GEOG,4,[],[],[]
4504,20241,GEOG    114A,INTRO SOIL SCIENCE,"Explores core introductory concepts in soil science and how soils relate to global environmental challenges. Includes study of soil physical, biological, and chemical properties, soil development, and fertility, as well as the critical role of soils in fostering thriving communities. Incorporates independent projects and soils excursions.",GEOG,4,[],[],[]
4505,20241,GEOG    115B,REMOTE SENS ENV 2,"Properties of satellite imagery and tools required to process   data from remote sensing systems. Topics include spectral and   spatial enhancement, image classification, geometric and   radiometric correction, with emphasis on applications. Lab   includes analysis of optical, thermal, Lidar, and radar data.",GEOG,5,[],[],[]
4506,20241,GEOG    116,GROUNDWATER,"Analysis of groundwater flow in complex geologic environments, aquifer prop erties, wells and groundwater contamination, surface water-groundwater inte ractions. Laboratory: basic groundwater experiments, Darcy's law, flow nets , solute dispersion, field measurements of bedrock groundwater, analysis of pumping-test data.",GEOG,5,[],[],[]
4507,20241,GEOG    130,URBAN ENVIRONMENT,"Environment and climate of cities, suburbs, and other settlements, focusing on the built environment, soils, water, solar radiation, atmosphere, veget ation, and human thermal comfort. Lab includes field work on a range of sit es along an urban-to-exurban gradient, individual lab reports on specific u rban sites, use of a web wiki to produce collaborative data, and a final sy nthesis assignment.",GEOG,4,[],[],[]
4508,20241,GEOG    132,COASTAL POLLUTION,"A survey of the source and fate of pollutants in the coastal ocean, focusin g specifically on the physical processes that govern the transport of nutri ents, sediment, hydrocarbons, and human pathogens in coastal ecosystems. Ma terial includes readings from scientific papers, grey literature, and news media in order to develop intuition for how transport phenomena frame both pollution issues and solutions.",GEOG,4,[],[],[]
